Cycle,Battery ID,Min Voltage (V),Max Voltage (V),Internal Resistance (Ohms),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),SOH (%),Charge-Discharge Efficiency (%),Energy Efficiency (%)
108,B0034,3.217406095171348,4.203210472284527,1.9346829987488976,1.4865063056378174,1.391764929132287,6.151500668765058,4.542968177634957,69.58824645661436,93.62657419304526,73.85138069971109
109,B0034,3.21857032752551,4.202868595346031,1.9351789926204848,1.484700217329619,1.3649746353453525,6.142588452667627,4.485748096740359,68.24873176726763,91.93604334485752,73.02700044624137
110,B0034,3.216336169274429,4.204068015452368,1.9588588466702688,1.471282877854479,1.3219093937291897,6.0914221987738095,4.387136842391155,66.09546968645948,89.84739873115933,72.02155259036677
111,B0034,3.21848297410668,4.202136814919579,1.9475304359905912,1.4517531729384014,1.3090033888073913,6.016247590506572,4.382018540021138,65.45016944036956,90.16707613994194,72.83640631638582
112,B0034,3.206032639518292,4.20273112371643,1.9731218695069883,1.4485996599901485,1.3327005721973733,6.010311427217389,4.380590529906716,66.63502860986867,91.9992327077059,72.88458481651108
115,B0034,3.2173636774071626,4.203088386692116,1.9511927675874448,1.4690044114294598,1.34875988767775,6.080426546080774,4.4429877014533785,67.4379943838875,91.81455666054111,73.07032932281979
116,B0034,3.217738864408612,4.203688967297298,1.9661448863857984,1.4610365349984755,1.3501504559881146,6.050436014992651,4.405538725725354,67.50752279940573,92.4104513231439,72.81357434090154
117,B0034,3.218233448408768,4.2033063177916565,1.954039592024561,1.4475796784106216,1.3387814875085953,5.996636647767972,4.406546919230623,66.93907437542977,92.48413109657064,73.48364054825296
118,B0034,3.216633203183817,4.203965327882261,1.967720051942759,1.4433261414697267,1.3253371210402685,5.978665680117656,4.370009727578996,66.26685605201342,91.82520034527256,73.09339510505957
119,B0034,3.2050837948473503,4.202798240127091,1.9323877324650487,1.4465624045677798,1.3308160596334049,5.999303520765798,4.42096063442133,66.54080298167024,91.99852390958834,73.69123130908042
120,B0034,3.214549025998938,4.202873151438947,1.956749812229195,1.4568529586701855,1.333083376618503,6.034191500365254,4.391046260703605,66.65416883092516,91.50431885969743,72.76942172680153
121,B0034,3.2165390719996,4.202225921942267,1.9461601248203568,1.4474621554600426,1.3333226534895923,5.996828363401934,4.38666252253069,66.66613267447961,92.11450872550284,73.14970942476975
122,B0034,3.216141185075573,4.20329680799862,1.9605243460366697,1.447252861413972,1.3264281097516477,5.996236799032498,4.371347750669045,66.32140548758238,91.65144150799756,72.90151968938868
123,B0034,3.2168286997381803,4.203771152454011,1.9590923050171225,1.437519675503319,1.323971040986857,5.956714676414814,4.358412212723692,66.19855204934285,92.10107267041715,73.1680540278438
124,B0034,3.204259589543794,4.203746017176333,1.9598466333672644,1.4416387890020304,1.3249364225071156,5.980331196676281,4.365158510167977,66.24682112535578,91.9048816260208,72.99191911969731
125,B0034,3.217070639257732,4.203111622909204,1.9480432570195565,1.4360622241111405,1.3283067675570923,5.950392793549794,4.367403010652802,66.41533837785461,92.49646326288236,73.39688592301087
126,B0034,3.215638220205226,4.202841353777005,1.937660730744814,1.4488557280769974,1.314584348909226,6.003330055802904,4.371549232257056,65.7292174454613,90.73259148127993,72.81873879367093
127,B0034,3.21648594647716,4.203175530456636,1.9627606360417869,1.44259106480516,1.3166841798543305,5.977828425313874,4.337429252443285,65.83420899271653,91.27217074730495,72.55861064991244
128,B0034,3.2174130946198285,4.202226185802962,1.951292669143804,1.434662040432369,1.3041727649654071,5.946526478202653,4.342559447417427,65.20863824827036,90.9045286074736,73.0268243710902
129,B0034,3.2047302023814934,4.202811618064859,1.9489771384000685,1.4352002543761695,1.3534450073572306,5.955550086983117,4.413334631412982,67.67225036786154,94.30356518056256,74.10456745312388
130,B0034,3.216265448747804,4.203038664565302,1.9275861495860576,1.4562038417182954,1.371294082513786,6.029490405498016,4.480111371922043,68.5647041256893,94.16910210150816,74.3033170404722
131,B0034,3.215670982022776,4.2026104665730815,1.939703345166367,1.4691981803373475,1.357699321922511,6.080664620567762,4.434636963466097,67.88496609612555,92.4109041307664,72.93013576946836
132,B0034,3.2162199684132045,4.203077458186717,1.940395892608994,1.4559265400380206,1.3286903090919502,6.029000037512911,4.369803700077971,66.43451545459752,91.26080695371157,72.47974245959047
133,B0034,3.214464329417929,4.20329829578604,1.954650261952394,1.4456173582824146,1.3143943268181724,5.990015693786496,4.327712364154028,65.71971634090862,90.92269951571744,72.24876503484303
134,B0034,3.204234481773256,4.203029337587316,1.895044574028219,1.4304422915547546,1.3866783030110723,5.936155555451119,4.521647258830556,69.33391515055362,96.94052749963684,76.17130677578633
135,B0034,3.1992934816599967,4.203289340052103,1.9163756452602017,1.5012393647144484,1.3868330458429208,6.217018007757961,4.533951327234175,69.34165229214604,92.3792087017856,72.92807132899476
136,B0034,3.214972932084219,4.204363431946227,1.953899336539282,1.4844210500917576,1.3548037379291014,6.1408201914238845,4.430076645220511,67.74018689645507,91.26815722839255,72.14144865220847
137,B0034,3.215232703475362,4.203646747351668,1.9533756330569296,1.4472354773707892,1.3255787669951669,5.993598296723497,4.367054655464035,66.27893834975835,91.59385516193692,72.86198439176947
138,B0034,3.213877700907877,4.202797431997483,1.9699714677777609,1.4495676773779211,1.3119728676377551,6.005575853606759,4.336097379980404,65.59864338188775,90.50787266524478,72.20119245311474
139,B0034,3.21509945981788,4.2036544206251385,1.9721064150227428,1.4341983164463257,1.3064487948795198,5.945044823180441,4.314449081181615,65.32243974397599,91.09261807785794,72.57218758652688
140,B0034,3.206834941864177,4.203595579011752,1.96017877085558,1.4261094183742342,1.3418431880549024,5.918601749218039,4.395290134321346,67.09215940274512,94.09118057607422,74.26230587151854
141,B0034,3.216442227368835,4.203826588470773,1.9345527168494008,1.45025190717539,1.3609210170759327,6.0074463176369255,4.44927874220309,68.04605085379663,93.84031907439832,74.06272993469291
142,B0034,3.214614746183659,4.204057912267235,1.963961460504128,1.4621901954911556,1.329960367739497,6.054070819485403,4.356887408069521,66.49801838697485,90.95672860073844,71.96624449860427
143,B0034,3.217063631276812,4.203400790801362,1.9766293196190887,1.4312810363531263,1.299069387625936,5.932208390529979,4.298704906534779,64.9534693812968,90.76270520120472,72.46382162496377
144,B0034,3.215717177359267,4.203649738225912,1.9646049283097509,1.4180046539834656,1.2984544371955695,5.880132810672141,4.2880128717504,64.92272185977848,91.56912380703017,72.92374185780083
145,B0034,3.205244933723592,4.2030307101690925,1.9386040917201328,1.4230742901948925,1.317648609161009,5.907313145630301,4.343095381980073,65.88243045805045,92.59169519397014,73.52065609037003
146,B0034,3.214184822490545,4.203815924254225,1.9530018388499484,1.440426744768977,1.3360648564106594,5.9694541638559055,4.378045268204473,66.80324282053297,92.754793762521,73.34079713205338
147,B0034,3.214546396627995,4.203588309905277,1.9405196923286527,1.4386124825444402,1.3635797361860138,5.960445329964466,4.421892663267126,68.1789868093007,94.7843670711297,74.18728666190934
148,B0034,3.2178915462181266,4.203899728692539,1.939877189900064,1.4485475931718996,1.3333112541544827,5.997306109413838,4.35455057200153,66.66556270772413,92.04469776756989,72.60844273341807
149,B0034,3.214670931606451,4.202968619209435,1.9412800367010248,1.4337029350608703,1.3023273463118925,5.940407360370103,4.293644648806052,65.11636731559463,90.83662413347852,72.27862313702586
150,B0034,3.2042753533027053,4.203143324439048,1.9291803475640288,1.4273683674933055,1.2888728444455877,5.923938361338106,4.28822184950713,64.44364222227938,90.29714219525974,72.38802276360116
151,B0034,3.215002832883405,4.202691492413968,1.95545175861688,1.4222813998018895,1.2902746194203034,5.8971676704202585,4.250995192959542,64.51373097101516,90.71865944390656,72.08537098719795
152,B0034,3.2189990722022928,4.20357541320015,1.9444363230256008,1.4134869324680444,1.292407565676824,5.862236272779719,4.257149263743414,64.62037828384119,91.43399461218876,72.61988540978382
153,B0034,3.2197512299323177,4.20393196370726,1.933665885635187,1.4166643262482537,1.295409150510234,5.875371651770452,4.267765549753762,64.7704575255117,91.44079698405768,72.63822278319597
154,B0034,3.217393471214204,4.20319597765494,1.948904534719909,1.41481474573952,1.283229881592695,5.86740946993119,4.236234169029086,64.16149407963475,90.69949867690656,72.19939550390313
155,B0034,3.207402917640739,4.20291937802286,1.816921268109056,1.407577114046203,1.4557454024367815,5.84585666357957,4.691352609049758,72.78727012183907,103.42207101194722,80.25090040741986
156,B0034,3.188531050443461,4.203134178479673,1.8190016619755087,1.5685473365085385,1.454676342673242,6.482319918285753,4.746985499445585,72.7338171336621,92.74035337124324,73.22973193678666
157,B0034,3.1986857569214187,4.203963104676442,1.87847079421864,1.5492879366436212,1.423427718198495,6.400133299369234,4.59641426029534,71.17138590992475,91.87625389262438,71.81747700080466
158,B0034,3.202811004777678,4.203499743289085,1.8898768992186368,1.5163996631491274,1.392551210363313,6.271775915166585,4.5342066350574095,69.62756051816565,91.8327301307482,72.29541833745469
159,B0034,3.2047512510094927,4.203016438965712,1.903610989243608,1.500253153023271,1.3765732493746907,6.208985710936333,4.486007136116566,68.82866246873454,91.75606440824046,72.25024094056198
160,B0034,3.207573986036228,4.203011873203864,1.9033143871121805,1.4859874342188386,1.3810190828982352,6.152748430445971,4.500354760354375,69.05095414491176,92.9361212010663,73.14381225283047
161,B0034,3.1964670348426414,4.203614700407214,1.8800277021584744,1.4927952090925636,1.4007568321672863,6.184166121668556,4.56976430352936,70.03784160836432,93.83449408434092,73.89459166560015
162,B0034,3.2077132041459646,4.202713631102935,1.9077241856051508,1.5087633885175782,1.374645303479972,6.240879628413143,4.491048032922345,68.7322651739986,91.11072776166826,71.96177943371544
163,B0034,3.208285151754248,4.203314059065226,1.920431569047301,1.4836592314014163,1.3345924114397838,6.144378661357152,4.403754278204658,66.72962057198919,89.95275890806617,71.67127094396831
164,B0034,3.2075764888454104,4.203080862097298,1.9090438704658408,1.4617537059792498,1.336396621564738,6.058610586371322,4.400531474980824,66.8198310782369,91.42419930924456,72.63268388431662
165,B0034,3.2086317089515086,4.203975521496858,1.9471912209749345,1.436081221886172,1.3069152971756248,5.952699500453791,4.31225181972221,65.34576485878124,91.00566717661704,72.44195376221285
166,B0034,3.197858647666826,4.203231385204872,1.934493141766804,1.442120359572278,1.341539456674081,5.983943109072207,4.379087385664845,67.07697283370405,93.02548485425804,73.18063199875256
167,B0034,3.2107331924418285,4.20334309954666,1.923235519102183,1.4481319292212615,1.346388970161922,6.000029759050541,4.39895344774237,67.3194485080961,92.97419268187448,73.31552716229312
168,B0034,3.2112426199863107,4.20313182284592,1.922884384883995,1.4564536849622538,1.344989807277774,6.032668414416718,4.390681438916895,67.2494903638887,92.34689857732286,72.78174660526932
169,B0034,3.209680597716772,4.2037294561961565,1.9249969517430887,1.4591926865919231,1.3158760805047784,6.046042760464558,4.340343622243618,65.79380402523893,90.17836318643609,71.78817276360316
170,B0034,3.210825743532286,4.203093867029147,1.9229255930430271,1.4406054606925007,1.2972766889740088,5.973017100845068,4.320293755424331,64.86383444870044,90.05079630549272,72.3301755625828
171,B0034,3.1964235817650946,4.204036651091816,1.93609430274242,1.4320801123055236,1.2851255211005648,5.944737406005599,4.278493986237226,64.25627605502824,89.73838195627376,71.97111821818957
172,B0034,3.210119965032177,4.203138158832668,1.923709784926958,1.4280315904555716,1.3190209156530253,5.92176101919489,4.352052542546724,65.95104578265126,92.36636811600437,73.49253927066478
173,B0034,3.210446282433604,4.203081069694781,1.916100724578604,1.4557542107864243,1.3410097849290994,6.032030091433495,4.386209158593194,67.05048924645497,92.11787092854512,72.71530632485327
174,B0034,3.21236003859208,4.20364554227088,1.9283902805834376,1.4411920281582031,1.326126983882746,5.970662902468165,4.330084962863146,66.3063491941373,92.015981074881,72.52268355450391
175,B0034,3.210783667909426,4.203084470553853,1.9156317741215687,1.446538796727355,1.3091442679990724,5.99577194071583,4.313056489246966,65.45721339995362,90.5018428099458,71.93496570404967
176,B0034,3.196207145388181,4.202966458967516,1.887140871264184,1.4239708408260567,1.363001289617145,5.911669903491977,4.444591342433238,68.15006448085725,95.7183427173591,75.18334776790992
177,B0034,3.1961412176964936,4.203200151268262,1.9177462550244035,1.483947453023557,1.329285701687194,6.149868040069488,4.33556668475244,66.4642850843597,89.57768005725282,70.49853194416595
178,B0034,3.210301602298008,4.204155284662979,1.9310554937747688,1.4330601888265313,1.2969085930621855,5.941254229600161,4.2839367409732825,64.84542965310928,90.49924093726769,72.1049222170987
179,B0034,3.211258558848032,4.2031213459686585,1.9183482068737927,1.427235298555757,1.2986285924941396,5.918825301446028,4.280291506856405,64.93142962470698,90.98910276450164,72.31657109073124
180,B0034,3.2105543520835904,4.204112530735274,1.9345673185736163,1.422849562225493,1.2840657611821942,5.900837360908232,4.241359430305302,64.20328805910971,90.24606643402092,71.87724675151001
181,B0034,3.211816358905585,4.203913429592249,1.910841895629025,1.4274550885568194,1.3021015914136362,5.922162168044372,4.306532901869723,65.10507957068181,91.21839291841276,72.71892899366237
182,B0034,3.198947872366688,4.204065509497275,1.8956498056588869,1.4242619978395448,1.3089076351731337,5.915494995660772,4.3088354333893335,65.44538175865668,91.90076244108236,72.83981199460094
183,B0034,3.21072897276419,4.203304816241223,1.919260939718836,1.4188232937280505,1.2722519696513912,5.884904017218061,4.242132066519437,63.61259848256956,89.66951524375291,72.0849831043599
184,B0034,3.211097569501261,4.2039548348807285,1.936451355051226,1.4189224280262998,1.276011534360331,5.886100882254648,4.2116089526955065,63.80057671801656,89.92820954527052,71.55176299122937
185,B0034,3.21155369085751,4.20310116816349,1.9227209276988453,1.4033164998148244,1.2605053003103004,5.822715330161957,4.208650089825016,63.02526501551502,89.82330789074533,72.27985314727647
186,B0034,3.212159641877417,4.203796201377624,1.94106675979002,1.4097674231008233,1.2660681251347117,5.849240686984471,4.186671720597471,63.30340625673559,89.80687909144326,71.57632835854248
187,B0034,3.199367451423297,4.203257761151476,1.940488214176867,1.3973362437552617,1.265829016865281,5.806183093187291,4.182063232337643,63.29145084326405,90.5887199678896,72.0277532626328
188,B0034,3.212405359684812,4.202826667229462,1.928976354335087,1.3979002110171237,1.2655873898206993,5.801715255011988,4.179511985145884,63.27936949103496,90.53488795883705,72.03924704052453
189,B0034,3.213192811907264,4.20361735684291,1.8883809354469792,1.4032675163685957,1.2663598323027554,5.824683927504571,4.219924642091867,63.31799161513777,90.24365044662812,72.44898941494633
190,B0034,3.210837647749244,4.202819534360086,1.879361929800572,1.4196322107055188,1.2868479432728903,5.891691179858932,4.242705752977032,64.34239716364452,90.64657265231828,72.01167921837033
191,B0034,3.21217114920374,4.2038018038445975,1.9054326011275675,1.4073268987063074,1.270026164613209,5.841231261144633,4.192933131893785,63.50130823066045,90.24386343931089,71.78166630355513
192,B0034,3.1995844240080293,4.203982314436984,1.8782889085205072,1.401671677978233,1.34598253292492,5.824516096633179,4.354674361064314,67.299126646246,96.02694797018094,74.76456908723289
193,B0034,3.210929651805168,4.203984179547091,1.8778886598698947,1.4474619612411326,1.3286875315413778,5.997624351453839,4.3478489344631575,66.43437657706889,91.79429699154848,72.4928518307291
194,B0034,3.211965366133196,4.204060971348071,1.8793069284707429,1.4405130633722625,1.31203071983408,5.9696386983321865,4.282024627789333,65.601535991704,91.08079289212392,71.73004672771329
195,B0034,3.2104063089393184,4.204240705411124,1.856016036569606,1.4314996085956435,1.295125492961198,5.936964983085306,4.2752004687320655,64.7562746480599,90.47333895059644,72.00986498846319
196,B0034,3.210440518275292,4.203026666273587,1.8684234600258527,1.4117724463664745,1.2802601605963335,5.857451394665887,4.2170623732570105,64.01300802981667,90.68459749950368,71.9948334030957
197,B0034,3.19545436725096,4.203144405270817,1.8684234600258527,1.4077269832078207,1.2802601605963335,5.848393949944369,4.2170623732570105,64.01300802981667,90.94520286021472,72.10633225720241
1,B0033,2.942623280710145,4.209411224532954,4.5847427891544745,1.8713161339287383,0.6895699007862814,7.751569326397374,2.189141375724367,34.47849503931407,36.84946056327546,28.241266813797488
2,B0033,3.300000249825261,4.209881849428991,2.6173032138503487,0.737979906881097,1.1610848192311252,3.104984807762227,3.625664968510539,58.05424096155626,157.33284990619651,116.7691693513814
3,B0033,3.1937451838958064,4.2096139101069445,2.3792657059634967,1.2002836999084228,1.2529393053824995,5.021299968424564,3.926207184874662,62.646965269124976,104.38692997981178,78.19105031692644
4,B0033,3.178954174486059,4.209180209833066,2.270508254101668,1.3024410627866352,1.302918002447558,5.441928268844816,4.069475011813136,65.1459001223779,100.03661890541922,74.78001933820019
5,B0033,3.1699053456485653,4.208894476429297,2.2048060680664974,1.3501643644708317,1.3218773211472523,5.639184822362375,4.139898825168494,66.09386605736262,97.90491853673934,73.41307220064127
6,B0033,3.157479244597626,4.209906115632094,2.263996172430553,1.3798826871319383,1.2884694418301417,5.764501823631903,4.013561325109365,64.42347209150708,93.37528862748488,69.62546717663514
7,B0033,3.164073308863679,4.209665359075645,1.5419176993854724,1.3455309209585824,1.713169326386719,5.621354135055136,5.409963448493388,85.65846631933594,127.32292507750202,96.23950597163945
8,B0033,3.030932756387636,4.208888561070802,1.6177429433577892,1.8324772641817848,1.6560966776720512,7.575520049775157,5.404495761228732,82.80483388360256,90.37474625430131,71.34158085145769
9,B0033,3.1090953029013035,4.209657189299307,1.6538012203776649,1.7983392693581717,1.6197297341990775,7.429651052772672,5.373345388678992,80.98648670995388,90.0680845821245,72.32298462622565
10,B0033,3.145247505623672,4.20979606507439,1.67096687069995,1.775690948491571,1.604655812282729,7.334619119167939,5.346838634933544,80.23279061413645,90.36796710857064,72.89865428676964
11,B0033,3.1537499231493347,4.209709020454025,1.672300653010461,1.758193467907064,1.6255699769029337,7.268872106854416,5.359427282962535,81.27849884514669,92.45683177506034,73.73120897131606
12,B0033,3.175008091812796,4.208904914100466,1.690090218119733,1.767166590332777,1.5900967306245992,7.291055979992889,5.345804707485682,79.50483653122996,89.98001316475583,73.3200337804963
13,B0033,3.190101082900548,4.209693003479372,1.691587592819332,1.7618497138852574,1.5739402299623984,7.267778769681537,5.341621760497666,78.69701149811992,89.33453390252689,73.4973081841858
14,B0033,3.1957408172331294,4.209822097877952,1.708587125451803,1.762338382533552,1.5711303351557309,7.268569442769038,5.321381693537191,78.55651675778654,89.15032156861164,73.21085304937192
15,B0033,3.2041516581505034,4.208946343692961,1.7024479690697385,1.7476119094463,1.5897706153457416,7.207836579480609,5.354639155845146,79.48853076728707,90.9681724387786,74.28913095905675
16,B0033,3.199782364231844,4.209904291307641,1.709897283861464,1.756672910306505,1.6257378771074,7.246102222577984,5.38592964445626,81.28689385537,92.54641928893528,74.32864564999304
17,B0033,3.202826833397024,4.208915576943802,1.698898280358597,1.758537750775414,1.6523506333962537,7.2426275102831745,5.457519004489356,82.61753166981268,93.9616242339786,75.35275004465853
18,B0033,3.202497284595493,4.209815964960346,1.7217392872542592,1.7658382207926844,1.6143816761595386,7.268958007614703,5.364259589841064,80.71908380797693,91.42296599712532,73.79681632803016
19,B0033,3.214431605796866,4.209790279804115,1.7298773472770737,1.7327360630197313,1.58697453394504,7.13955387026301,5.309369441797842,79.348726697252,91.5877823411452,74.36556314690644
20,B0033,3.216537355631196,4.209859327962298,1.7293995041100922,1.7191367892307012,1.5818355572787333,7.086582480570867,5.291796225889579,79.09177786393667,92.01336200748696,74.67345847449013
21,B0033,3.208205660090406,4.209397479876291,1.660097034677142,1.7132706685313446,1.6919769406371152,7.06977918416849,5.5525039676751815,84.59884703185577,98.7571299570264,78.53857699132986
22,B0033,3.1474451184373105,4.209691108548912,1.68660853868021,1.8039483588070944,1.6879483800354476,7.414905494890259,5.536702744080494,84.39741900177238,93.56966189163226,74.66990304725978
23,B0033,3.178943322526687,4.209647578613416,1.701985690405029,1.7785394409511353,1.6586223007531458,7.315800565408571,5.468304366972359,82.93111503765729,93.2575495692207,74.74649312924466
24,B0033,3.193345275508454,4.210158970988482,1.717448391246165,1.759209367793737,1.6420179032789863,7.241152709933025,5.419012248242199,82.10089516394932,93.33840151944376,74.83632047710704
25,B0033,3.20418028051415,4.209770275307039,1.7346382217881662,1.744423020333283,1.6381810791118745,7.182522621440925,5.378039956771889,81.90905395559372,93.90962283901123,74.87675626273169
26,B0033,3.21347728621423,4.209574428741807,1.7189652685631396,1.729877405172413,1.6422892507912386,7.124031345245709,5.383150267150659,82.11446253956193,94.93674209979956,75.56325914740894
27,B0033,3.2096479505856514,4.209692842424509,1.727381483943645,1.7354524797031858,1.651270876264092,7.151529280301004,5.387059954873792,82.5635438132046,95.14929942342808,75.32738444786251
28,B0033,3.21181146288069,4.209788052741664,1.7285389452029027,1.7342840528554142,1.6326559297917211,7.140083682483208,5.364102167977553,81.63279648958606,94.14005318815175,75.12660084275096
29,B0033,3.214365446379843,4.209635603410628,1.7344421169320168,1.724689469036539,1.6260888111680731,7.102574993920326,5.328195522993,81.30444055840366,94.28299066941324,75.01780027037852
30,B0033,3.215583478523143,4.209621421476236,1.752108292427237,1.7164777406641782,1.6079292963823688,7.071265748711632,5.280848721038938,80.39646481911844,93.6760936824146,74.68038833077509
31,B0033,3.221144943842901,4.209737313841566,1.736890967612554,1.7001207807002543,1.6125361114907395,7.00651034241753,5.2872259209506165,80.62680557453697,94.84832664809612,75.46161587661781
32,B0033,3.2158968238978023,4.210111267342165,1.7454623573027706,1.7056961886748376,1.6218384168987892,7.034277604765349,5.293879912562742,81.09192084493945,95.08366306187284,75.25833084802368
33,B0033,3.2211346092004054,4.209813110243782,1.7543597894540677,1.7029899197972864,1.6145443029101134,7.015567687227216,5.272485345047535,80.72721514550567,94.80645094495328,75.15407989929031
34,B0033,3.22487983076914,4.209819301730048,1.7536945794215495,1.694902393805402,1.5953958917107596,6.984303405290739,5.237643192980465,79.76979458553798,94.12907182983972,74.99163322447953
35,B0033,3.22302361150262,4.209895753456398,1.7620940917179446,1.689254524424893,1.5877243027113055,6.963174451550583,5.216532190503258,79.38621513556528,93.98964334589226,74.91600600846104
36,B0033,3.227116774587557,4.209599441241442,1.763277523365016,1.6812619188830784,1.5811840578305605,6.930977453699426,5.197280803014283,79.05920289152803,94.04745566835872,74.98626041901524
37,B0033,3.218765370208408,4.2099647994501606,1.7554501710607506,1.6769807637715948,1.6128422608267754,6.920092299661698,5.2808727307249885,80.64211304133877,96.17535845786512,76.31217189087427
38,B0033,3.22559684232568,4.209749822042622,1.7482931265250312,1.69550132273228,1.61998606328022,6.982545942969835,5.3124773918280574,80.99930316401101,95.54613974996091,76.08224042087063
39,B0033,3.2233969536365947,4.209943276668513,1.7497843300949736,1.7009811960660484,1.6099381853611876,7.002106911650424,5.273777071962382,80.49690926805938,94.64761803861084,75.31700298930927
40,B0033,3.2254127540613813,4.210081946072781,1.7644903898042013,1.689304714144318,1.577097753956516,6.9592622643297295,5.188190903020336,78.8548876978258,93.35780222192548,74.55087487667815
41,B0033,3.2284983753045498,4.209816290286227,1.7640226771607843,1.6712871603433637,1.5708599066554392,6.890645093135739,5.155919813674332,78.54299533277197,93.99102344163931,74.82492196282914
42,B0033,3.2178191999678054,4.210015278307711,1.721716184012552,1.6654029498923304,1.6261581345348248,6.875338681054041,5.314481875944256,81.30790672674124,97.64352432784854,77.29774666357972
43,B0033,3.2116141763311363,4.209709057879424,1.7309707286462486,1.7184036074486913,1.6348129972245726,7.078809077175618,5.352557439345728,81.74064986122863,95.13556594843132,75.61381273305017
44,B0033,3.211822047541302,4.210186349179853,1.7567012066196095,1.7158569571703977,1.611705363734261,7.061730447188137,5.277413089596134,80.58526818671305,93.93005384272288,74.73257622991702
47,B0033,3.1865213844968183,4.20984622354683,1.7146873970823624,1.7313414951978388,1.62418934644937,7.122554625513051,5.34513224732832,81.2094673224685,93.8110332914868,75.04515624467113
48,B0033,3.197676021773631,4.209867996211025,1.7391007019431406,1.7136516555149668,1.604172098856364,7.056175461512447,5.281102721712281,80.2086049428182,93.6113295659436,74.84369897712705
49,B0033,3.210487879606898,4.209954235182357,1.737459402192013,1.695598914496668,1.6080016740907346,6.98525103000215,5.294714026052801,80.40008370453673,94.8338466333628,75.7984788708613
50,B0033,3.2061402846510085,4.209792718135369,1.7304774605008628,1.6997248992219485,1.6256752138435595,6.999336354778286,5.326325999345839,81.28376069217798,95.6434311568722,76.0975859619845
51,B0033,3.2038726219938325,4.209858303481927,1.738895497957741,1.704517661301065,1.617632765910718,7.021908631292044,5.298075461437794,80.8816382955359,94.90266968990936,75.45064653544115
52,B0033,3.207215562329308,4.2099369707362735,1.755403121466248,1.6942964289245677,1.5973191489094265,6.977678789257097,5.221555302068046,79.86595744547132,94.27625069854534,74.83226814778583
53,B0033,3.215090575838469,4.210102701071351,1.763770426902067,1.677710594712026,1.5875852250170606,6.914136500687047,5.186533312354588,79.37926125085303,94.62807411605844,75.01346425311695
54,B0033,3.216341287006588,4.209967061094147,1.7715699657488009,1.668935802670441,1.5802530015403684,6.880362337920494,5.159359561845542,79.01265007701842,94.68626648261888,74.98674209947053
55,B0033,3.219637575847601,4.2095819402486,1.7637741805196288,1.6608502113162502,1.583036530487776,6.846278691362862,5.170902300308929,79.1518265243888,95.31482849577353,75.52865627326044
56,B0033,3.211030963422151,4.209929087082672,1.7636599982523429,1.664750312461776,1.6027138832797037,6.868663433866102,5.202955681812551,80.13569416398518,96.27352950663604,75.74917204647498
57,B0033,3.2139321613181218,4.209881445286323,1.7732447960221684,1.671479024801754,1.5930709154513834,6.886410819737792,5.17460575459802,79.65354577256917,95.30905813432685,75.14227498258737
58,B0033,3.21606834369891,4.20971930772136,1.7880387450667323,1.6581628566275235,1.5448888685020246,6.836371565862242,5.0755185068823,77.24444342510122,93.16870549398972,74.24287076827643
59,B0033,3.216870092404793,4.209914581581652,1.7886087526769208,1.6400587313873198,1.5352188565640517,6.768936050228668,5.036671721993737,76.76094282820259,93.60755363104684,74.40861731621158
60,B0033,3.2176558740767387,4.210183985574045,1.7970292665253904,1.6306056812097516,1.5252677314227332,6.732551596254568,5.000267932844216,76.26338657113666,93.5399495413957,74.27002766122058
61,B0033,3.206053098459748,4.209867421384646,1.7879360699865805,1.6216798229317402,1.5559492005453626,6.70528300666615,5.069378158886564,77.79746002726813,95.94675709366926,75.60274717482874
62,B0033,3.21647726154085,4.209901111840553,1.780790136574783,1.640127653011082,1.564802943842715,6.767145866706693,5.113923644948311,78.24014719213575,95.40738740487184,75.56987459230074
63,B0033,3.2162110963406603,4.210101040962031,1.7898378068411496,1.6472492039023583,1.5518620461881203,6.792514566627234,5.062960875033292,77.59310230940602,94.20930618826438,74.5373576364263
64,B0033,3.21484018889854,4.209793977687488,1.805635033255488,1.6319319893257551,1.5144550545105004,6.736444609496342,4.961682432259556,75.72275272552503,92.80135841544528,73.65431945013086
65,B0033,3.215428762594589,4.209705310422707,1.814069850071328,1.611038586626695,1.5051936202146428,6.6570201955595625,4.926366826369864,75.25968101073214,93.43001668050186,74.00258196085844
66,B0033,3.203470238951515,4.209864452695496,1.6994366685945412,1.600797056015251,1.605823969917045,6.624007868086043,5.243667528163871,80.29119849585224,100.31402568382448,79.16155343696761
67,B0033,3.156267532096624,4.209857440465502,1.7217213592467304,1.7190787198021409,1.6249005195877049,7.087101702369016,5.288430517204102,81.24502597938525,94.52158885282024,74.62049705645299
68,B0033,3.1717222730186694,4.2097738492974655,1.752740466173632,1.7066143999439405,1.589785130036615,7.0298811086268245,5.177423343126515,79.48925650183075,93.15432531735564,73.64880377241319
69,B0033,3.194181436815639,4.209863283281372,1.7686559006227165,1.672336806103926,1.5552386152299904,6.898697332691769,5.085311299823973,77.76193076149951,92.99793017491844,73.7140804210316
70,B0033,3.197663761126034,4.2099129542277,1.7772246211373075,1.6522497479752778,1.539756404636803,6.822492843395147,5.028310858367551,76.98782023184016,93.19150488742224,73.70195870905832
